forbes_billionaires_geo.Rank,forbes_billionaires_geo.Name,forbes_billionaires_geo.Country,forbes_billionaires_geo.Source,Sum(forbes_billionaires_geo.Age),Sum(forbes_billionaires_geo.NetWorth),Sum(forbes_billionaires_geo.Children)
316,Valerie Mars,United States,"candy, pet food",62,7.8,2
316,Victoria Mars,United States,"candy, pet food",64,7.8,4
327,Alexander Abramov,Russia,"steel, mining",62,7.6,3
327,David Green & family,United States,retail,79,7.6,3
327,George Roberts,United States,private equity,77,7.6,3
327,John Grayken,Ireland,private equity,64,7.6,4
327,Rinat Akhmetov,Ukraine,"steel, coal",54,7.6,2
327,Silvio Berlusconi & family,Italy,media,84,7.6,5
327,Zhao Yan,China,biotech,54,7.6,
22,MacKenzie Scott,United States,Amazon,51,53,4
529,Barry Lam,Taiwan,electronics,72,5.3,2
529,Cao Renxian,China,photovoltaic equipment,52,5.3,
529,Carlos Rodriguez-Pastor,Peru,finance,62,5.3,
529,Kapil & Rahul Bhatia,India,airlines,,5.3,
529,Luiza Helena Trajano,Brazil,retail chain,69,5.3,3
529,Pyotr Aven,Russia,"oil, banking, telecom",66,5.3,3
529,Sam Zell,United States,"real estate, private equity",79,5.3,3
529,Shen Guojun,China,retail,58,5.3,
529,Yao Zhenhua & family,China,conglomerate,51,5.3,
529,Yu Yong,China,mining,60,5.3,
23,Daniel Gilbert,United States,Quicken Loans,59,51.9,5
62,Leonardo Del Vecchio & family,Italy,eyeglasses,85,25.8,6
62,Takemitsu Takizaki,Japan,sensors,75,25.8,
288,Andrei Skoch & family,Russia,steel,55,8.6,10
288,Azim Premji,India,software services,75,8.6,2
288,Ernesto Bertarelli,Switzerland,"biotech, investments",55,8.6,3
288,George Soros,United States,hedge funds,90,8.6,5
288,Leon Black,United States,private equity,69,8.6,4
288,Zheng Shuliang & family,China,aluminum products,75,8.6,3
24,Gautam Adani & family,India,"infrastructure, commodities",58,50.5,2
173,Jack Dorsey,United States,"Twitter, Square",44,12.5,
173,Lu Zhongfang,China,education,78,12.5,
173,Ma Jianrong & family,China,"textiles, apparel",57,12.5,
173,Zhang Tao,China,e-commerce,48,12.5,
25,Phil Knight & family,United States,Nike,83,49.9,3
66,Leonid Mikhelson,Russia,"gas, chemicals",65,24.9,2
66,Vagit Alekperov,Russia,oil,70,24.9,1
432,Arthur Blank,United States,Home Depot,78,6.2,6
432,James Chambers,United States,"media, automotive",64,6.2,
432,Jason Jiang,China,advertising,48,6.2,
432,Jiang Bin,China,acoustic components,54,6.2,1
432,Katharine Rayner,United States,"media, automotive",76,6.2,
432,Margaretta Taylor,United States,"media, automotive",79,6.2,
432,Mitchell Rales,United States,"manufacturing, investments",64,6.2,2
432,Stef Wertheimer & family,Israel,metalworking tools,94,6.2,4
177,Forrest Li,Singapore,gaming,43,12.4,
177,Joe Gebbia,United States,Airbnb,39,12.4,
177,John Doerr,United States,venture capital,69,12.4,2
177,Nathan Blecharczyk,United States,Airbnb,37,12.4,2
520,Alceu Elias Feldmann,Brazil,fertilizer,71,5.4,3
520,An Kang,China,pharmaceuticals,72,5.4,
520,Carrie Perrodo & family,France,oil,70,5.4,3
520,Harry Stine,United States,agriculture,79,5.4,4
520,"Henry Nicholas, III.",United States,semiconductors,61,5.4,3
520,Jaran Chiaravanont,Thailand,diversified,91,5.4,
520,Montri Jiaravanont,Thailand,diversified,90,5.4,
520,Rainer Blickle,Germany,auto parts,73,5.4,
520,Terrence Pegula,United States,natural gas,70,5.4,5
26,Jack Ma,China,e-commerce,56,48.4,
121,Chen Zhiping,China,e-cigarettes,45,15.9,
121,"Ernest Garcia, II.",United States,used cars,63,15.9,
121,Uday Kotak,India,banking,62,15.9,2
384,Aloys Wobben,Germany,wind turbines,69,6.8,1
384,Erich Wesjohann & family,Germany,poultry genetics,75,6.8,3
384,Huang Chulong,Canada,real estate,62,6.8,
384,Li Jianquan & family,Hong Kong,consumer products,64,6.8,
384,Murali Divi & family,India,pharmaceuticals,70,6.8,2
384,Shi Yonghong & family,China,restaurants,52,6.8,
384,Wee Cho Yaw,Singapore,banking,92,6.8,5
71,Rupert Murdoch & family,United States,"newspapers, TV network",90,23.5,6
71,Shiv Nadar,India,software services,75,23.5,1
128,Mikhail Fridman,Russia,"oil, banking, telecom",57,15.5,5
128,Wei Jianjun & family,China,automobiles,57,15.5,
128,Zuo Hui,China,real estate services,50,15.5,
75,Lei Jun,China,smartphones,51,23,2
75,Zhang Yong,Singapore,restaurants,50,23,
29,Masayoshi Son,Japan,"internet, telecom",63,45.4,2
30,Michael Dell,United States,Dell computers,56,45.1,4
264,Jerry Jones,United States,Dallas Cowboys,78,8.9,3
264,Michael Otto,Germany,"retail, real estate",78,8.9,2
264,Sarath Ratanavadi,Thailand,energy,55,8.9,
264,Steven Rales,United States,manufacturing,70,8.9,3
264,Tse Ping,China,pharmaceuticals,69,8.9,
31,Tadashi Yanai & family,Japan,fashion retail,72,44.1,2
269,August von Finck,Germany,investments,91,8.8,4
269,Chan Tan Ching-fen,Hong Kong,real estate,,8.8,2
269,David Cheriton,Canada,Google,70,8.8,4
269,Xavier Niel,France,"internet, telecom",53,8.8,3
269,Zong Qinghou,China,beverages,75,8.8,1
655,Erman Ilicak,Turkey,construction,53,4.4,3
655,Garrett Camp,Canada,Uber,42,4.4,
655,Gustav Magnar Witzoe,Norway,fish farming,28,4.4,
655,Mark Cuban,United States,"online media, Dallas Mavericks",62,4.4,3
655,Michael Minhong Yu,China,education,59,4.4,2
655,Nick Caporella,United States,beverages,85,4.4,4
655,Orlando Bravo,United States,private equity,50,4.4,3
655,Shari Arison,Israel,Carnival Cruises,63,4.4,4
655,Yakir Gabay,Cyprus,real estate,55,4.4,
655,Zhang Daocai,China,valves,71,4.4,
352,Bernard Marcus,United States,Home Depot,91,7.2,3
352,Christy Walton,United States,Walmart,72,7.2,1
352,Manuel Villar,Philippines,real estate,71,7.2,3
352,Michael Kadoorie,Hong Kong,"hotels, energy",79,7.2,3
352,Rocco Commisso,United States,telecom,71,7.2,2
352,Wang Zhenhua,China,real estate,59,7.2,
145,"John Menard, Jr.",United States,home improvement stores,81,14.2,6
145,Mike Cannon-Brookes,Australia,software,41,14.2,2
145,Seo Jung-jin,South Korea,biotech,63,14.2,2
32,Fran̤ois Pinault & family,France,luxury goods,84,42.3,3
33,David Thomson & family,Canada,media,63,41.8,4
151,Finn Rausing,Sweden,packaging,66,13.9,
151,Jorn Rausing,Sweden,packaging,61,13.9,
151,Kirsten Rausing,Sweden,packaging,68,13.9,
219,"Chase Coleman, III.",United States,investments,45,10.3,
219,"Edward Johnson, III.",United States,money management,90,10.3,3
219,Hui Wing Mau,Hong Kong,real estate,70,10.3,2
219,Liu Hanyuan,China,agribusiness,57,10.3,
224,Dietmar Hopp & family,Germany,software,81,10.1,2
224,German Khan,Russia,"oil, banking, telecom",59,10.1,4
224,Li Ge,United States,pharmaceutical ingredients,54,10.1,
224,Philip Anschutz,United States,investments,81,10.1,3
158,Kim Jung-ju,South Korea,online games,53,13.3,2
158,Robert & Philip Ng,Singapore,real estate,,13.3,
158,Zhang Bangxin,China,education,41,13.3,
311,Andrew Beal,United States,"banks, real estate",68,7.9,6
311,Anthony Bamford & family,United Kingdom,construction equipment,75,7.9,3
311,Dmitry Bukhman,Russia,online games,35,7.9,3
311,Igor Bukhman,Russia,online games,39,7.9,3
311,Takahisa Takahara,Japan,personal care goods,59,7.9,
34,Beate Heister & Karl Albrecht Jr.,Germany,supermarkets,,39.2,
35,Wang Wei,China,package delivery,50,39,
241,Charles Ergen,United States,satellite TV,68,9.6,5
241,Israel Englander,United States,hedge funds,72,9.6,3
241,Jim Pattison,Canada,diversified,92,9.6,3
241,Yao Liangsong,China,furniture,56,9.6,
36,Miriam Adelson,United States,casinos,75,38.2,5
96,Eric Schmidt,United States,Google,66,18.9,2
96,Sun Piaoyang,China,pharmaceuticals,62,18.9,1
37,He Xiangjian,China,home appliances,78,37.7,3
247,Blair Parry-Okeden,United States,"media, automotive",70,9.4,2
247,Ding Shizhong & family,China,sports apparel,50,9.4,2
247,Harold Hamm & family,United States,oil & gas,75,9.4,5
247,Jim Kennedy,United States,"media, automotive",73,9.4,3
334,Nancy Walton Laurie,United States,Walmart,69,7.5,1
334,Patrick Soon-Shiong,United States,pharmaceuticals,68,7.5,2
334,Pei Zhenhua,China,batteries,62,7.5,
334,Ruan Liping,Hong Kong,power strips,57,7.5,
334,Ruan Xueping,Hong Kong,power strip,49,7.5,
251,Ding Shijia,China,sports apparel,57,9.3,
251,Ian & Richard Livingstone,United Kingdom,real estate,,9.3,
251,Kim Beom-su,South Korea,online services,55,9.3,2
251,Sun Hongbin,United States,real estate,58,9.3,
339,Antonia Ax:son Johnson & family,Sweden,diversified,77,7.4,4
339,"Ernest Garcia, III.",United States,used cars,39,7.4,
339,George Lucas,United States,Star Wars,76,7.4,4
339,Vicky Safra,Greece,banking,68,7.4,4
339,Zhang Jindong,China,appliance retailer,58,7.4,2
38,Dieter Schwarz,Germany,retail,81,36.9,2
100,Robert Pera,United States,wireless networking gear,43,18.3,
100,Wu Yajun,China,real estate,57,18.3,1
105,Andrey Melnichenko,Russia,"coal, fertilizers",49,17.9,2
105,Chen Bang,China,hospitals,55,17.9,
39,Zhang Yiming,China,TikTok,37,35.6,
107,Dustin Moskovitz,United States,Facebook,36,17.8,
107,Su Hua,China,video streaming,39,17.8,
186,Alexander Otto,Germany,real estate,53,11.8,
186,Jensen Huang,United States,semiconductors,,11.8,
186,Patrick Drahi,France,telecom,57,11.8,4
40,Giovanni Ferrero,Italy,"Nutella, chocolates",56,35.1,2
43,Li Ka-shing,Hong Kong,diversified,92,33.7,2
496,Jack Dangermond,United States,mapping software,75,5.6,
496,Jian Jun,China,biomedical products,57,5.6,
496,Kwee brothers,Singapore,real estate,,5.6,
496,Rene Benko,Austria,"real estate, retail",44,5.6,4
496,Stanley Druckenmiller,United States,hedge funds,67,5.6,
496,Tamara Gustavson,United States,self storage,59,5.6,2
44,Qin Yinglin & family,China,pig breeding,56,33.5,
197,Evan Spiegel,United States,Snapchat,30,11.1,2
197,Eyal Ofer,Israel,"real estate, shipping",70,11.1,4
197,Leonid Fedun & family,Russia,oil,65,11.1,2
45,William Lei Ding,China,online games,49,33,
200,Andreas Struengmann & family,Germany,pharmaceuticals,71,11,2
200,Luis Carlos Sarmiento,Colombia,banking,88,11,5
200,Thomas Struengmann & family,Germany,pharmaceuticals,71,11,4
304,Alain Merieux & family,France,pharmaceuticals,83,8.2,3
304,Andreas von Bechtolsheim & family,Germany,Google,65,8.2,
304,Niels Peter Louis-Hansen,Denmark,medical devices,73,8.2,1
304,Stanley Kroenke,United States,"sports, real estate",73,8.2,2
205,Anthony Pratt,Australia,manufacturing,61,10.8,2
205,Tom & Judy Love,United States,retail & gas stations,,10.8,4
205,Wang Laisheng,China,electronics components,56,10.8,
46,Len Blavatnik,United States,"music, chemicals",63,32,
119,Ken Griffin,United States,hedge funds,52,16,3
119,Steve Cohen,United States,hedge funds,64,16,7
210,Charles Schwab,United States,discount brokerage,83,10.6,5
210,Chen Jianhua,China,chemicals,50,10.6,
210,Leng Youbin,China,infant formula,52,10.6,
47,Lee Shau Kee,Hong Kong,real estate,93,31.7,5
124,Carl Icahn,United States,investments,85,15.8,2
124,Suleiman Kerimov & family,Russia,investments,55,15.8,3
213,Li Zhenguo & family,China,solar wafers and modules,53,10.5,
213,Melker Schorling & family,Sweden,investments,73,10.5,2
213,Sunil Mittal & family,India,telecom,63,10.5,3
216,Cai Kui,China,real estate,58,10.4,1
216,John Fredriksen,Cyprus,shipping,76,10.4,2
216,Qi Shi & family,China,financial information,51,10.4,
323,David Reuben,United Kingdom,"investments, real estate",82,7.7,1
323,Frederik Paulsen,Sweden,health care,70,7.7,3
323,Giorgio Armani,Italy,luxury goods,86,7.7,
323,Simon Reuben,United Kingdom,"real estate, investments",80,7.7,1
50,Yang Huiyan & family,China,real estate,39,29.6,
138,Kwong Siu-hing,Hong Kong,real estate,91,14.7,4
138,Robin Li,China,internet search,52,14.7,4
140,Eduardo Saverin,Brazil,Facebook,39,14.6,1
140,Pallonji Mistry,Ireland,construction,91,14.6,4
51,Alexey Mordashov & family,Russia,"steel, investments",55,29.1,7
142,David Tepper,United States,hedge funds,63,14.5,3
142,Roman Abramovich,Russia,"steel, investments",54,14.5,7
52,Robin Zeng,Hong Kong,batteries,52,28.4,
148,Cheng Yixiao,China,video streaming app,37,14.1,
148,Liang Wengen,China,construction equipment,64,14.1,1
380,Eli Broad,United States,investments,,6.9,2
380,Guo Guangchang,China,conglomerate,54,6.9,3
380,Jim Davis & family,United States,New Balance,77,6.9,2
380,Robert Kraft,United States,New England Patriots,79,6.9,4
55,Vladimir Potanin,Russia,metals,60,27,7
156,Charoen Sirivadhanabhakdi,Thailand,"alcohol, real estate",77,13.5,5
156,David Duffield,United States,business software,80,13.5,10
56,Dietrich Mateschitz,Austria,Red Bull,76,26.9,1
57,Pang Kang,China,soy sauce,65,26.4,
161,Anders Holch Povlsen,Denmark,fashion retail,48,13.2,4
161,Wang Wenyin,China,"mining, copper products",53,13.2,
400,Bruce Kovner,United States,hedge funds,76,6.6,3
400,Francis Choi,Hong Kong,real estate,73,6.6,3
400,Wang Wenjing,China,business software,56,6.6,1
400,Zeng Fangqin,China,smartphone components,55,6.6,
58,Klaus-Michael Kuehne,Germany,shipping,83,26.3,
59,Vladimir Lisin,Russia,"steel, transport",65,26.2,3
60,Wang Xing,China,e-commerce,42,26.1,
164,Michael Platt,United Kingdom,hedge funds,53,13,
164,Tatyana Bakalchuk,Russia,ecommerce,45,13,4
61,German Larrea Mota Velasco & family,Mexico,mining,67,25.9,
166,Huang Shilin,China,batteries,54,12.9,
166,Ricardo Salinas Pliego & family,Mexico,"retail, media",65,12.9,6
64,Leonard Lauder,United States,Estee Lauder,88,25.5,2
169,Cyrus Poonawalla,India,vaccines,79,12.7,1
169,Dang Yanbao,China,coal,48,12.7,
294,Ann Walton Kroenke,United States,Walmart,72,8.4,2
294,Kuldip Singh & Gurbachan Singh Dhingra,India,paints,,8.4,
294,Marc Benioff,United States,business software,56,8.4,2
171,Hank & Doug Meijer,United States,supermarkets,,12.6,
171,Robert Kuok,Malaysia,"palm oil, shipping, property",97,12.6,8
65,Thomas Peterffy,United States,discount brokerage,76,25,3
68,Jim Simons,United States,hedge funds,83,24.6,3
69,Jiang Rensheng & family,China,vaccines,67,24.4,1
182,Gordon Moore,United States,Intel,92,12.1,2
182,Liu Yonghao & family,China,agribusiness,69,12.1,2
308,Diane Hendricks,United States,roofing,74,8,7
308,Nicky Oppenheimer & family,South Africa,diamonds,75,8,1
308,Shahid Khan,United States,auto parts,70,8,2
70,Gina Rinehart,Australia,mining,67,23.6,4
472,Chen Fashu,China,investments,60,5.9,4
472,Chen Rui,China,online entertainment,43,5.9,
472,Christopher Hohn,United Kingdom,hedge funds,54,5.9,
472,Lin Jianhua & family,China,solar panel components,58,5.9,
73,Zhang Zhidong,China,internet media,49,23.4,
74,Iris Fontbona & family,Chile,mining,78,23.3,3
189,Cen Junda,China,pharmaceuticals,56,11.6,
189,Joseph Tsai,Canada,e-commerce,57,11.6,3
191,Aliko Dangote,Nigeria,"cement, sugar",64,11.5,3
191,Marcel Herrmann Telles,Brazil,beer,71,11.5,2
77,Richard Qiangdong Liu,China,e-commerce,47,22.4,
195,Harry Triguboff,Australia,real estate,88,11.2,2
195,Viktor Rashnikov,Russia,steel,72,11.2,2
78,Gennady Timchenko,Russia,"oil, gas",68,22,3
79,Stephen Schwarzman,United States,investments,74,21.9,3
203,Dilip Shanghvi,India,pharmaceuticals,65,10.9,2
203,Rodolphe Saad̩ & family,France,shipping,51,10.9,
80,Goh Cheng Liang,Singapore,paints,93,21.7,3
81,Stefan Quandt,Germany,BMW,54,21.6,1
82,Li Xiting,Singapore,medical devices,70,21.5,
83,Pierre Omidyar,United States,"eBay, PayPal",53,21.4,3
208,Gianluigi & Rafaela Aponte,Switzerland,shipping,80,10.7,2
208,Wang Laichun,China,electronics components,53,10.7,
84,Stefan Persson,Sweden,H&M,73,21.3,3
85,Abigail Johnson,United States,money management,59,20.9,2
86,R. Budi Hartono,Indonesia,"banking, tobacco",80,20.5,3
87,Andrew Forrest,Australia,mining,59,20.4,3
88,Ray Dalio,United States,hedge funds,71,20.3,4
228,Eric Wittouck,Belgium,investments,74,10,
228,Jay Chaudhry,United States,security software,61,10,3
230,Carl Cook,United States,medical devices,58,9.9,
230,Jan Koum,United States,WhatsApp,45,9.9,
232,"Herbert Kohler, Jr. & family",United States,plumbing fixtures,82,9.8,3
232,Tobi Lutke,Canada,e-commerce,40,9.8,3
92,Xu Hang,Hong Kong,medical devices,54,19.5,
93,Lui Che Woo & family,Hong Kong,casinos/hotels,92,19.4,5
418,Dennis Washington,United States,"construction, mining",86,6.4,2
418,Pauline MacMillan Keinath,United States,Cargill,87,6.4,4
418,Wang Yusuo & family,China,natural gas distribution,57,6.4,
94,Emmanuel Besnier,France,cheese,50,19.1,
95,Laurene Powell Jobs & family,United States,"Apple, Disney",57,19,3
245,David Geffen,United States,"movies, record labels",78,9.5,
245,Yeung Kin-man,Hong Kong,electronics,57,9.5,
98,"Theo Albrecht, Jr. & family",Germany,"Aldi, Trader Joe's",70,18.8,1
99,Alisher Usmanov,Russia,"steel, telecom, investments",67,18.4,
102,Fan Hongwei & family,China,petrochemicals,54,18.2,
103,Dhanin Chearavanont,Thailand,diversified,82,18.1,5
104,Peter Woo,Hong Kong,real estate,74,18,3
262,Guillaume Pousaz,Switzerland,fintech,39,9,3
262,Viktor Vekselberg,Russia,"metals, energy",64,9,2
109,Donald Newhouse,United States,media,91,17.6,3
110,Petr Kellner,Czechia,"finance, telecommunications",,17.5,4
111,Lee Man Tat,Hong Kong,food,91,17.4,5
112,Pavel Durov,Russia,messaging app,36,17.2,2
113,James Ratcliffe,United Kingdom,chemicals,68,17,
114,Jorge Paulo Lemann & family,Brazil,beer,81,16.9,5
115,Reinhold Wuerth & family,Germany,fasteners,86,16.8,3
116,Charlene de Carvalho-Heineken & family,Netherlands,Heineken,66,16.7,5
117,Radhakishan Damani,India,"retail, investments",66,16.5,3
118,Wang Chuanfu,China,"batteries, automobiles",55,16.3,
126,"Thomas Frist, Jr. & family",United States,hospitals,82,15.7,3
127,Lukas Walton,United States,Walmart,34,15.6,
131,Zhou Qunfei & family,Hong Kong,smartphone screens,,15.4,
132,Donald Bren,United States,real estate,88,15.3,7
137,Wang Jianlin,China,real estate,66,14.8,1
144,Gong Hongjia & family,Hong Kong,video surveillance,56,14.4,2
150,Scott Farquhar,Australia,software,41,14,2
154,Brian Chesky,United States,Airbnb,39,13.7,
155,Joseph Lau,Hong Kong,real estate,69,13.6,6
163,Wang Liping & family,China,hydraulic machinery,55,13.1,
168,Kumar Birla,India,commodities,53,12.8,3
181,Yu Renrong,China,semiconductors,55,12.3,
184,Jeff Yass,United States,"trading, investments",62,12,4
185,Bobby Murphy,United States,Snapchat,32,11.9,
193,Mikhail Prokhorov,Russia,investments,56,11.4,
194,Jorge Moll Filho & family,Brazil,hospitals,76,11.3,5
223,Larry Xiangdong Chen,China,education,49,10.2,
255,Alberto Bailleres Gonzalez & family,Mexico,mining,89,9.2,4
